"HASH (B)","USER (S)","DATE (N)","IMAGE_REF (S)","LING_ENCODED (B)"
"4ETOPinisSRscLugYi5zhzetR9dOCWMuWb0wf+YJG9g=","xLZO3KHKoEhefIH5KxOEF3EmRek2","1584807388","ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/wNvm08YQHiV4Cu1V0Z1C","ClbGBcgF0AXSBdQF1gXYBdoF3AXeBeAF4gXkBeYF6AXqBewF7gXwBfIF9AX2BfgF+gX8Bf4FgAaCBoQGhgaIBooGjAaOBpAGkgaUBpYGmAaaBpwGngagBhKYAhJEChroBekF6gXrBewF7QXuBe8F8AXxBfIF8wX0BRIKRk9VUi1vZi1VUxoaCgoKBggFEAIYAhgCGAwqCkZPVVItb2YtVVMSMwoq9AX1BfYF9wX4BfkF+gX7BfwF/QX+Bf8FgAaBBoIGgwaEBoUGhgaHBogGEgUjQkFDSxJZChaIBokGigaLBowGjQaOBo8GkAaRBpIGEgZGUkVFWkUaNwoSCgYIAxADGAISBggDEAMYAhgFEhIKBggEEAMYAhIGCAQQAxgCGAUYCSIBCSoGRlJFRVpFMAISEgoKkgaTBpQGlQaWBhIESEVSRSIsTGV04oCZcyBoZWFkIGJhY2ssIGl04oCZcyBmcmVlemluZyBvdXQgaGVyZS4aBggDEAQYBQ=="
"4gONOqXzvddyeqSu3r5wQllXHWQT2/gjGc+6pJb28xQ=","xLZO3KHKoEhefIH5KxOEF3EmRek2","1587160371","ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/oO1JKNVKSopmYuWqYAP1","CtgBbnBydnh6fH6AAYIBhAGGAYgBigGMAY4BkAGSAZQBlgGYAZoBnAGeAaABogGkAaYBqAGqAawBrgGwAbIBtAG2AbgBugG8Ab4BwAHCAcQBxgHIAcoBzAHOAdAB0gHUAdYB2AHaAdwB3gHgAeIB5AHmAegB6gHsAe4B8AHyAfQB9gH4AfoB/AH+AYACggKEAoYCiAKKAowCjgKQApIClAKWApgCmgKcAp4CoAKiAqQCpgKoAqoCrAKuArACsgK0ArYCuAK6ArwCvgLAAsICxALGAsgCygLMAs4CEo4DEi4KJrQBtQG2AbcBuAG5AboBuwG8Ab0BvgG/AcABwQHCAcMBxAHFAcYBEgRXSEFUEiMKFsoBywHMAc0BzgHPAdAB0QHSAdMB1AESCURJRkZFUkVOVBItCiLWAdcB2AHZAdoB2wHcAd0B3gHfAeAB4QHiAeMB5AHlAeYBEgdCRVRXRUVOEjMKJugB6QHqAesB7AHtAe4B7wHwAfEB8gHzAfQB9QH2AfcB+AH5AfoBEglIQVBQSU5FU1MSJQoe/AH9Af4B/wGAAoECggKDAoQChQKGAocCiAKJAooCEgNBTkQScApejAKNAo4CjwKQApECkgKTApQClQKWApcCmAKZApoCmwKcAp0CngKfAqACoQKiAqMCpAKlAqYCpwKoAqkCqgKrAqwCrQKuAq8CsAKxArICswK0ArUCtgK3ArgCuQK6AhIOZnMtQ09OVEVOVE1FTlQiOldoYXTigJlzIHRoZSBkaWZmZXJlbmNlIGJldHdlZW4gaGFwcGluZXNzIGFuZCBjb250ZW50bWVudD8aBggCEAIYAw=="
"5K99vLkwoNfZEqLELyZKQfwdRerdK6Nc62N7HZ5qR9I=","BcTm9JOPQUSRhAokEoGQRO5ONDY2","1584821059","ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/2vWZryx6CaMf1PW6wlF8","CigiKiwuMDI0Njg6PD5AQkRGSEpMTlBSVFZYWlxeYGJkZmhqbG5wcnR2En8SFgoNPD0+P0BBQkNERUZHSBIFYS1sb3QSEAoHTE1OT1BRUhIFZmF2b3ISEAoJVldYWVpbXF1eEgNhc2sSDAoFYmNkZWYSA3lvdRINCgdqa2xtbm9wEgJtZSIkSSBoYXZlIGEgbnVtYmVyIG9mIGZhdm9ycyB0byBhc2sgeW91GgYIAxADGAQ="
"5O/v5qKILNeT+N1MiL2wNPdr2xuBjl0Fh+zZk21VZF4=","xLZO3KHKoEhefIH5KxOEF3EmRek2","1585953950","ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/vv3frK5z5c1YOLRdbtVi","CpYB0APYA9oD3APeA+AD4gPkA+YD6APqA+wD7gPwA/ID9AP2A/gD+gP8A/4DgASCBIQEhgSIBIoEjASOBJAEkgSUBJYEmASaBJwEngSgBKIEpASmBKgEqgSsBK4EsASyBLQEtgS4BLoEvAS+BMAEwgTEBMYEyATKBMwEzgTQBNIE1ATWBNgE2gTcBN4E4ATiBOQE5gToBOoEEv8CEhgKEvgD+QP6A/sD/AP9A/4D/wOABBICTUUSHgoWgASBBIIEgwSEBIUEhgSHBIgEiQSKBBIERkVFTBInCh6KBIsEjASNBI4EjwSQBJEEkgSTBJQElQSWBJcEmAQSBWZzLVNPEi8KJpgEmQSaBJsEnASdBJ4EnwSgBKEEogSjBKQEpQSmBKcEqASpBKoEEgVUSVJFRBIUCg6qBKsErAStBK4ErwSwBBICTUUSGgoSsASxBLIEswS0BLUEtgS3BLgEEgRORUVEEicKHrgEuQS6BLsEvAS9BL4EvwTABMEEwgTDBMQExQTGBBIFUkVMQVgSFQoOxgTHBMgEyQTKBMsEzAQSA0FORBJECjrMBM0EzgTPBNAE0QTSBNME1ATVBNYE1wTYBNkE2gTbBNwE3QTeBN8E4AThBOIE4wTkBOUE5gTnBOgEEgZVTldJTkQiMUkgZmVlbCBzbyB0aXJlZCwgSSBqdXN0IG5lZWQgdG8gcmVsYXggYW5kIHVud2luZC4aBggCEAMYAg=="
"5k7Ee6L/jBPuwJ5xTgfXgqyHvpNG1UmH1M2+VsBDzaE=","xLZO3KHKoEhefIH5KxOEF3EmRek2","1587161997","ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/DqfZcYSX8JM8Ya2pcjEL","CpQBwgHEAcwBzgHQAdIB1AHWAdgB2gHcAd4B4AHiAeQB5gHoAeoB7AHuAfAB8gH0AfYB+AH6AfwB/gGAAoIChAKGAogCigKMAo4CkAKSApQClgKYApoCnAKeAqACogKkAqYCqAKqAqwCrgKwArICtAK2ArgCugK8Ar4CwALCAsQCxgLIAsoCzALOAtAC0gLUAtYC2ALaAhK4AhIzCibqAesB7AHtAe4B7wHwAfEB8gHzAfQB9QH2AfcB+AH5AfoB+wH8ARIJTE9PSyBCQUNLEhQKDv4B/wGAAoECggKDAoQCEgJNRRImCh6GAocCiAKJAooCiwKMAo0CjgKPApACkQKSApMClAISBEtOT1cSEAoKlAKVApYClwKYAhICbWUSJAoamAKZApoCmwKcAp0CngKfAqACoQKiAqMCpAISBkFMV0FZUxJaCkqmAqcCqAKpAqoCqwKsAq0CrgKvArACsQKyArMCtAK1ArYCtwK4ArkCugK7ArwCvQK+Ar8CwALBAsICwwLEAsUCxgLHAsgCyQLKAhIMZnMtSU5UUk9WRVJUIi9Mb29raW5nIGJhY2ssIEkga25ldyBJIHdhcyBhbHdheXMgYW4gaW50cm92ZXJ0LhoGCAQQBRgF"
"71jCUrDp0Yv40cI11fZb+kqo7MSRhoKbqPLcLfLq5jA=","BcTm9JOPQUSRhAokEoGQRO5ONDY2","1584924299","ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/M0HzZZsThE2ftd9HvNiX","CjbcA+QD5gPoA+oD7APuA/AD8gP0A/YD+AP6A/wD/gOABIIEhASGBIgEigSMBI4EkASSBJQElgQShgESHAoW7APtA+4D7wPwA/ED8gPzA/QD9QP2AxICZ28SEgoK+gP7A/wD/QP+AxIEd2l0aBIVCg6ABIEEggSDBIQEhQSGBBIDeW91EhAKCooEiwSMBI0EjgQSAm1lEhIKCpAEkQSSBJMElAQSBHdhbnQiFUkgd2FudCB0byBnbyB3aXRoIHlvdRoGCAQQBBgD"
"7nRo4pE+Q0wtgso0+gD6IZOwvbACgLygI+BdjYTRKC0=","BcTm9JOPQUSRhAokEoGQRO5ONDY2","1586052568","ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/AEgDaT8hbXXBcGBs3Ke7","ChzYCuAK4grkCuYK6ArqCuwK7grwCvIK9Ar2CvgKEk8SEgoK4grjCuQK5QrmChIEeW91chISCgroCukK6grrCuwKEgRuYW1lEhIKCvAK8QryCvMK9AoSBHdoYXQiEVdoYXQncyB5b3VyIG5hbWU/GgYIAxADGAM="
"87XqNns+N78cvD/D0tVLUzR5jJqGrN4R5Nx6Hov6yxQ=","BcTm9JOPQUSRhAokEoGQRO5ONDY2","1586102580","ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/bUaG11LfmS5JFStzNp3v","CjaQAZYBmAGaAZwBngGgAaIBpAGmAagBqgGsAa4BsAGyAbQBtgG4AboBvAG+AcABwgHEAcYByAES8wESLwoGngGfAaABEghwb3NzLXM6MxobCgoKBggGEAcYAhgCGAoiAQIqCHBvc3MtczozEksKFqQBpQGmAacBqAGpAaoBqwGsAa0BrgESA3NvbhosChIKBgglEAMYBBIGCAYQAhgNGAMSCgoGCBQQAhgQGAMYBCIBAyoDc29uMAESMQoOtAG1AbYBtwG4AbkBugESBWZzLXNvGhgKCgoGCCgQBxgCGAIYAiIBAioFZnMtc28SKwoKvgG/AcABwQHCARIEY3V0ZRoXCgoKBggaEAYYBhgCGAQiAQIqBGN1dGUiE0hpcyBzb24gaXMgc28gY3V0ZSEaBggDEAMYAw=="
"9Ng0eXKK5LFil9lK4FB3tmydmTA72bxdKQlhx8W/YpA=","BcTm9JOPQUSRhAokEoGQRO5ONDY2","1590172908","ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/DWvrAUMPUASi15vVwbWn","CnYiKiwuMDI0Njg6PD5AQkRGSEpMTlBSVFZYWlxeYGJkZmhqbG5wcnR2eHp8foABggGEAYYBiAGKAYwBjgGQAZIBlAGWAZgBmgGcAZ4BoAGiAaQBpgGoAaoBrAGuAbABsgG0AbYBuAG6AbwBvgHAAcIBxAHGAcgBEsUCEigKB2prbG1ub3ASBFRISVMaFwoKCgYIAhADGAIYAhgEIgECKgRUSElTEjQKB3h5ent8fX4SBVBSSUNFGiIKEgoGCCwQBhgCEgYIFBAGGAIYCBgEIgECKgVQUklDRTABEikKCoQBhQGGAYcBiAESA1lPVRoWCgoKBggCEAMYAhgCGAoiAQIqA1lPVRJPChKMAY0BjgGPAZABkQGSAZMBlAESA1BBWRo0ChIKBggCEAYYExIGCAYQAhgCGAMSEgoGCAIQAxgCEgYIBhACGAIYBRgKIgEGKgNQQVkwARJBChaYAZkBmgGbAZwBnQGeAZ8BoAGhAaIBEgNMSUUaIgoKCgYIEhADGAcYAhIKCgYIBhAFGAIYAhgHIgEGKgNMSUUiJFRoaXMgaXMgdGhlIHByaWNlIHlvdSBwYXkgZm9yIGx5aW5nLhoGCAIQAhgC"
"B89jEz2mrkpDlCLGJC6f9T/Yg6fUS24yVYW67lkwFeY=","BcTm9JOPQUSRhAokEoGQRO5ONDY2","1584206453","ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/xbfu876r4H8PhyYMbqbn","CkamAagBsAGyAbQBtgG4AboBvAG+AcABwgHEAcYByAHKAcwBzgHQAdIB1AHWAdgB2gHcAd4B4AHiAeQB5gHoAeoB7AHuAfABEoQCEisKDrQBtQG2AbcBuAG5AboBEgJoaRoVCgoKBggGEAcYBBgCGAoiAQQqAmhpEjMKCr4BvwHAAcEBwgESA2NhbhogChIKBggoEAMYAhIGCCgQAxgCGAUYBCIBBioDY2FuMAISJwoKyAHJAcoBywHMARICbWUaFQoKCgYIAhAEGAoYAhgJIgECKgJtZRI7Cg7SAdMB1AHVAdYB1wHYARIFdGFibGUaIgoSCgYIBhADGBASBggGEAMYEBgDGAUiAQIqBXRhYmxlMAMSGQoS3AHdAd4B3wHgAeEB4gHjAeQBEgN0d28iH0hpLCBjYW4gSSBoYXZlIGEgdGFibGUgZm9yIHR3bz8aBggDEAMYBA=="
"ChGW5hKiliN0y75uyEg7tHJifolNiYiXLbbVB5rsbR0=","xLZO3KHKoEhefIH5KxOEF3EmRek2","1585418311","ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/bhcHDP6WzQEAeSziYPbS","CjdCTE5QUlRWWFpcXmBiZGZoamxucHJ0dnh6fH6AAYIBhAGGAYgBigGMAY4BkAGSAZQBlgGYAZoBEokBEhsKEWJjZGVmZ2hpamtsbW5vcHFyEgZkby1ub3QSEgoLcnN0dXZ3eHl6e3wSA2N1dBIWCg58fX5/gAGBAYIBgwGEARIEWU9VUhImCh6EAYUBhgGHAYgBiQGKAYsBjAGNAY4BjwGQAZEBkgESBEhBSVIiFkRvbuKAmXQgY3V0IHlvdXIgaGFpci4aBggCEAQYBA=="
"DdljwPaCOrBQH6m0QTuJciePdfcTtnczFNOUT8zkJOc=","xLZO3KHKoEhefIH5KxOEF3EmRek2","1585952951","ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/BOeAFFORK3GS08P74Ru8","CniEAYYBjAGOAZABkgGUAZYBmAGaAZwBngGgAaIBpAGmAagBqgGsAa4BsAGyAbQBtgG4AboBvAG+AcABwgHEAcYByAHKAcwBzgHQAdIB1AHWAdgB2gHcAd4B4AHiAeQB5gHoAeoB7AHuAfAB8gH0AfYB+AH6AfwB/gEStQISOwoynAGdAZ4BnwGgAaEBogGjAaQBpQGmAacBqAGpAaoBqwGsAa0BrgGvAbABsQGyAbMBtAESBUFNT05HEh0KFrQBtQG2AbcBuAG5AboBuwG8Ab0BvgESA2FsbBIhChq+Ab8BwAHBAcIBwwHEAcUBxgHHAcgByQHKARIDcGV0EiEKGsoBywHMAc0BzgHPAdAB0QHSAdMB1AHVAdYBEgMjSEUSGAoS1gHXAdgB2QHaAdsB3AHdAd4BEgJNWRIeChbeAd8B4AHhAeIB4wHkAeUB5gHnAegBEgRNT1NUEioKHugB6QHqAesB7AHtAe4B7wHwAfEB8gHzAfQB9QH2ARIIRkFWT1JJVEUiK0Ftb25nIGFsbCBteSBwZXRzLCBoZeKAmXMgbXkgbW9zdCBmYXZvcml0ZS4aBggCEAQYBQ=="
"DeMzJTm2LEEPtHiKmoYaQnYsCgifSOUvBYZyqZPzpdA=","xLZO3KHKoEhefIH5KxOEF3EmRek2","1596559081","ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/BCthMTjKHEY4dxOpeZpn","CoEBGBoiJCYoKiwuMDI0Njg6PD5AQkRGSEpMTlBSVFZYWlxeYGJkZmhqbG5wcnR2eHp8foABggGEAYYBiAGKAYwBjgGQAZIBlAGWAZgBmgGcAZ4BoAGiAaQBpgGoAaoBrAGuAbABsgG0AbYBuAG6AbwBvgHAAcIBxAHGAcgBygHMAc4BEqIBEhYKDnR1dnd4eXp7fH1+f4ABEgRIQVZFEhYKDoQBhQGGAYcBiAGJAYoBEgRNT1JFEiEKFowBjQGOAY8BkAGRAZIBkwGUAZUBlgESB1NUSUNLRVISLgompgGnAagBqQGqAasBrAGtAa4BrwGwAbEBsgGzAbQBtQG2AbcBuAESBGhvbWUiHUkgaGF2ZSBtb3JlIHN0aWNrZXJzIGF0IGhvbWUuGgYIBBACGAQ="
